"Species_ID","species","Habitat","Suitability"
58349,"Limnonectes limborgi","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
58349,"Limnonectes limborgi","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
58349,"Limnonectes limborgi","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
58349,"Limnonectes limborgi","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
58319,"Limnonectes liui","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58350,"Limnonectes macrocephalus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58350,"Limnonectes macrocephalus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58350,"Limnonectes macrocephalus","13.5. Marine Coastal/Supratidal - Coastal Freshwater Lakes","Suitable"
58350,"Limnonectes macrocephalus","14.1. Artificial/Terrestrial - Arable Land","Marginal"
58350,"Limnonectes macrocephalus","14.2. Artificial/Terrestrial - Pastureland","Marginal"
58350,"Limnonectes macrocephalus","14.3. Artificial/Terrestrial - Plantations","Marginal"
58351,"Limnonectes macrodon","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58352,"Limnonectes macrognathus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58353,"Limnonectes magnus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58353,"Limnonectes magnus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58354,"Limnonectes malesianus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58354,"Limnonectes malesianus","14.3. Artificial/Terrestrial - Plantations","Marginal"
58320,"Limnonectes medogensis","1.4. Forest - Temperate","Suitable"
58357,"Limnonectes micrixalus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58358,"Limnonectes microdiscus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58358,"Limnonectes microdiscus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58359,"Limnonectes microtympanum","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58360,"Limnonectes modestus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58360,"Limnonectes modestus","1.7. Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level","Suitable"
58360,"Limnonectes modestus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58360,"Limnonectes modestus","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
58360,"Limnonectes modestus","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
58360,"Limnonectes modestus","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
41239,"Limnonectes namiyei","1.5. Forest - Subtropical/Tropical Dry","Suitable"
58361,"Limnonectes nitidus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58362,"Limnonectes palavanensis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58362,"Limnonectes palavanensis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58363,"Limnonectes paramacrodon","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58363,"Limnonectes paramacrodon","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
41233,"Limnonectes parvus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
41233,"Limnonectes parvus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58364,"Limnonectes plicatellus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58364,"Limnonectes plicatellus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
135880,"Limnonectes poilani","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
135880,"Limnonectes poilani","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58365,"Limnonectes rhacodus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58366,"Limnonectes shompenorum","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58368,"Limnonectes tweediei","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58368,"Limnonectes tweediei","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
41232,"Limnonectes visayanus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
41232,"Limnonectes visayanus","1.8. Forest - Subtropical/Tropical Swamp","Marginal"
41232,"Limnonectes visayanus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
41232,"Limnonectes visayanus","3.6. Shrubland - Subtropical/Tropical Moist","Marginal"
41232,"Limnonectes visayanus","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Marginal"
41232,"Limnonectes visayanus","14.1. Artificial/Terrestrial - Arable Land","Marginal"
41232,"Limnonectes visayanus","14.2. Artificial/Terrestrial - Pastureland","Marginal"
41232,"Limnonectes visayanus","14.3. Artificial/Terrestrial - Plantations","Marginal"
41232,"Limnonectes visayanus","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
41232,"Limnonectes visayanus","14.5. Artificial/Terrestrial - Urban Areas","Marginal"
41232,"Limnonectes visayanus","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
41232,"Limnonectes visayanus","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Marginal"
41234,"Limnonectes woodworthi","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
41234,"Limnonectes woodworthi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
41234,"Limnonectes woodworthi","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
41234,"Limnonectes woodworthi","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
41234,"Limnonectes woodworthi","13.5. Marine Coastal/Supratidal - Coastal Freshwater Lakes","Suitable"
41234,"Limnonectes woodworthi","14.1. Artificial/Terrestrial - Arable Land","Suitable"
41234,"Limnonectes woodworthi","14.2. Artificial/Terrestrial - Pastureland","Marginal"
41234,"Limnonectes woodworthi","14.3. Artificial/Terrestrial - Plantations","Marginal"
41234,"Limnonectes woodworthi","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
41234,"Limnonectes woodworthi","14.5. Artificial/Terrestrial - Urban Areas","Marginal"
41234,"Limnonectes woodworthi","15.3. Artificial/Aquatic - Aquaculture Ponds","Suitable"
41234,"Limnonectes woodworthi","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
58323,"Limnonectes xizangensis","1.4. Forest - Temperate","Suitable"
57861,"Liophryne allisoni","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57862,"Liophryne dentata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57862,"Liophryne dentata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57863,"Liophryne rhododactyla","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57865,"Liophryne schlaginhaufeni","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57865,"Liophryne schlaginhaufeni","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57866,"Liophryne similis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59473,"Lissotriton boscai","1.4. Forest - Temperate","Suitable"
59473,"Lissotriton boscai","3.8. Shrubland - Mediterranean-type Shrubby Vegetation","Suitable"
59473,"Lissotriton boscai","14.1. Artificial/Terrestrial - Arable Land","Suitable"
59473,"Lissotriton boscai","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59473,"Lissotriton boscai","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59475,"Lissotriton helveticus","1.4. Forest - Temperate","Suitable"
59475,"Lissotriton helveticus","3.4. Shrubland - Temperate","Suitable"
59475,"Lissotriton helveticus","14.1. Artificial/Terrestrial - Arable Land","Marginal"
59475,"Lissotriton helveticus","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59475,"Lissotriton helveticus","14.3. Artificial/Terrestrial - Plantations","Marginal"
59475,"Lissotriton helveticus","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59475,"Lissotriton helveticus","14.5. Artificial/Terrestrial - Urban Areas","Marginal"
59475,"Lissotriton helveticus","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
59476,"Lissotriton italicus","1.4. Forest - Temperate","Suitable"
59476,"Lissotriton italicus","3.4. Shrubland - Temperate","Marginal"
59476,"Lissotriton italicus","3.8. Shrubland - Mediterranean-type Shrubby Vegetation","Suitable"
59476,"Lissotriton italicus","14.1. Artificial/Terrestrial - Arable Land","Suitable"
59476,"Lissotriton italicus","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59476,"Lissotriton italicus","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59476,"Lissotriton italicus","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
59478,"Lissotriton montandoni","1.4. Forest - Temperate","Suitable"
59478,"Lissotriton montandoni","14.1. Artificial/Terrestrial - Arable Land","Suitable"
59478,"Lissotriton montandoni","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59478,"Lissotriton montandoni","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59481,"Lissotriton vulgaris","1.1. Forest - Boreal","Suitable"
59481,"Lissotriton vulgaris","1.2. Forest - Subarctic","Marginal"
59481,"Lissotriton vulgaris","1.4. Forest - Temperate","Suitable"
59481,"Lissotriton vulgaris","3.4. Shrubland - Temperate","Suitable"
59481,"Lissotriton vulgaris","3.8. Shrubland - Mediterranean-type Shrubby Vegetation","Suitable"
59481,"Lissotriton vulgaris","14.1. Artificial/Terrestrial - Arable Land","Suitable"
59481,"Lissotriton vulgaris","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59481,"Lissotriton vulgaris","14.3. Artificial/Terrestrial - Plantations","Suitable"
59481,"Lissotriton vulgaris","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59481,"Lissotriton vulgaris","14.5. Artificial/Terrestrial - Urban Areas","Marginal"
59481,"Lissotriton vulgaris","15.3. Artificial/Aquatic - Aquaculture Ponds","Marginal"
59481,"Lissotriton vulgaris","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
58563,"Lithobates bwana","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58563,"Lithobates bwana","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
58563,"Lithobates bwana","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
58564,"Lithobates capito","1.4. Forest - Temperate","Suitable"
58565,"Lithobates catesbeianus","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
58565,"Lithobates catesbeianus","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
58575,"Lithobates chiricahuensis","1.4. Forest - Temperate","Suitable"
58578,"Lithobates clamitans","1.1. Forest - Boreal","Suitable"
58578,"Lithobates clamitans","1.4. Forest - Temperate","Suitable"
19148,"Lithobates fisheri","1.4. Forest - Temperate","Suitable"
58599,"Lithobates forreri","1.5. Forest - Subtropical/Tropical Dry","Suitable"
58599,"Lithobates forreri","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58599,"Lithobates forreri","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58599,"Lithobates forreri","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
58599,"Lithobates forreri","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
58599,"Lithobates forreri","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
58599,"Lithobates forreri","15.3. Artificial/Aquatic - Aquaculture Ponds","Suitable"
58599,"Lithobates forreri","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
58599,"Lithobates forreri","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
58611,"Lithobates grylio","1.4. Forest - Temperate","Suitable"
58611,"Lithobates grylio","1.7. Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level","Suitable"
58611,"Lithobates grylio","4.4. Grassland - Temperate","Suitable"
58611,"Lithobates grylio","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
58614,"Lithobates heckscheri","1.4. Forest - Temperate","Suitable"
58628,"Lithobates johni","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58628,"Lithobates johni","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
61872,"Lithobates lemosespinali","1.5. Forest - Subtropical/Tropical Dry","Suitable"
58653,"Lithobates macroglossa","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58653,"Lithobates macroglossa","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
58653,"Lithobates macroglossa","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
58655,"Lithobates maculatus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58655,"Lithobates maculatus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58656,"Lithobates magnaocularis","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
58662,"Lithobates megapoda","1.4. Forest - Temperate","Suitable"
58662,"Lithobates megapoda","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
58664,"Lithobates miadis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58671,"Lithobates montezumae","1.4. Forest - Temperate","Suitable"
58671,"Lithobates montezumae","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58671,"Lithobates montezumae","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
58671,"Lithobates montezumae","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
58671,"Lithobates montezumae","15.3. Artificial/Aquatic - Aquaculture Ponds","Marginal"
58677,"Lithobates neovolcanicus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58677,"Lithobates neovolcanicus","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
58684,"Lithobates okaloosae","1.4. Forest - Temperate","Marginal"
58687,"Lithobates omiltemanus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58689,"Lithobates palmipes","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58689,"Lithobates palmipes","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
58690,"Lithobates palustris","1.4. Forest - Temperate","Suitable"
58690,"Lithobates palustris","4.4. Grassland - Temperate","Marginal"
58690,"Lithobates palustris","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
58695,"Lithobates pipiens","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58695,"Lithobates pipiens","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58695,"Lithobates pipiens","4.4. Grassland - Temperate","Suitable"
58695,"Lithobates pipiens","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
58695,"Lithobates pipiens","14.1. Artificial/Terrestrial - Arable Land","Suitable"
58695,"Lithobates pipiens","14.2. Artificial/Terrestrial - Pastureland","Suitable"
58695,"Lithobates pipiens","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
58695,"Lithobates pipiens","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
58701,"Lithobates psilonota","1.4. Forest - Temperate","Suitable"
58701,"Lithobates psilonota","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58702,"Lithobates pueblae","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58703,"Lithobates pustulosus","1.5. Forest - Subtropical/Tropical Dry","Suitable"
58703,"Lithobates pustulosus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58703,"Lithobates pustulosus","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
58703,"Lithobates pustulosus","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
58713,"Lithobates septentrionalis","1.1. Forest - Boreal","Suitable"
58713,"Lithobates septentrionalis","1.4. Forest - Temperate","Suitable"
58714,"Lithobates sevosus","1.4. Forest - Temperate","Suitable"
58718,"Lithobates sierramadrensis","1.4. Forest - Temperate","Suitable"
58722,"Lithobates spectabilis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58723,"Lithobates sphenocephalus","1.4. Forest - Temperate","Suitable"
58723,"Lithobates sphenocephalus","3.4. Shrubland - Temperate","Suitable"
58723,"Lithobates sphenocephalus","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
19180,"Lithobates subaquavocalis","1.4. Forest - Temperate","Marginal"
19180,"Lithobates subaquavocalis","4.4. Grassland - Temperate","Marginal"
58728,"Lithobates sylvaticus","1.1. Forest - Boreal","Suitable"
58728,"Lithobates sylvaticus","1.4. Forest - Temperate","Suitable"
58731,"Lithobates tarahumarae","1.4. Forest - Temperate","Suitable"
58732,"Lithobates taylori","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
19182,"Lithobates tlaloci","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
58744,"Lithobates vaillanti","1.5. Forest - Subtropical/Tropical Dry","Suitable"
58744,"Lithobates vaillanti","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58744,"Lithobates vaillanti","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
58744,"Lithobates vaillanti","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
58744,"Lithobates vaillanti","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
58744,"Lithobates vaillanti","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
58746,"Lithobates vibicarius","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58746,"Lithobates vibicarius","14.2. Artificial/Terrestrial - Pastureland","Marginal"
58747,"Lithobates virgatipes","1.4. Forest - Temperate","Marginal"
58749,"Lithobates warszewitschii","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58749,"Lithobates warszewitschii","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
19181,"Lithobates yavapaiensis","1.4. Forest - Temperate","Suitable"
58754,"Lithobates zweifeli","1.5. Forest - Subtropical/Tropical Dry","Suitable"
41079,"Litoria adelaidensis","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
41079,"Litoria adelaidensis","13.5. Marine Coastal/Supratidal - Coastal Freshwater Lakes","Suitable"
41066,"Litoria alboguttata","2.1. Savanna - Dry","Suitable"
41066,"Litoria alboguttata","2.2. Savanna - Moist","Suitable"
41066,"Litoria alboguttata","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
55706,"Litoria amboinensis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55706,"Litoria amboinensis","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
55706,"Litoria amboinensis","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
55706,"Litoria amboinensis","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
41028,"Litoria andiirrmalin","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55707,"Litoria angiana","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55708,"Litoria arfakiana","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55708,"Litoria arfakiana","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55708,"Litoria arfakiana","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
61781,"Litoria auae","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
12143,"Litoria aurea","13.5. Marine Coastal/Supratidal - Coastal Freshwater Lakes","Suitable"
12143,"Litoria aurea","14.2. Artificial/Terrestrial - Pastureland","Suitable"
12143,"Litoria aurea","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
12143,"Litoria aurea","15.6. Artificial/Aquatic - Wastewater Treatment Areas","Suitable"
41067,"Litoria australis","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
41067,"Litoria australis","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
135764,"Litoria biakensis","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
135764,"Litoria biakensis","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
41080,"Litoria bicolor","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
41080,"Litoria bicolor","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
41080,"Litoria bicolor","14.3. Artificial/Terrestrial - Plantations","Suitable"
41029,"Litoria booroolongensis","1.4. Forest - Temperate","Suitable"
12144,"Litoria brevipalmata","1.5. Forest - Subtropical/Tropical Dry","Suitable"
12144,"Litoria brevipalmata","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
12144,"Litoria brevipalmata","14.2. Artificial/Terrestrial - Pastureland","Marginal"
41068,"Litoria brevipes","2.1. Savanna - Dry","Suitable"
41068,"Litoria brevipes","2.2. Savanna - Moist","Suitable"
41068,"Litoria brevipes","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
55711,"Litoria brongersmai","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55712,"Litoria bulmeri","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
41081,"Litoria burrowsi","1.4. Forest - Temperate","Suitable"
41081,"Litoria burrowsi","3.4. Shrubland - Temperate","Suitable"
41082,"Litoria caerulea","1.5. Forest - Subtropical/Tropical Dry","Suitable"
41082,"Litoria caerulea","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
41082,"Litoria caerulea","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
41082,"Litoria caerulea","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
41082,"Litoria caerulea","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
41082,"Litoria caerulea","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
41082,"Litoria caerulea","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
41082,"Litoria caerulea","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
12145,"Litoria castanea","4.4. Grassland - Temperate","Suitable"
41031,"Litoria cavernicola","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
41031,"Litoria cavernicola","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
41083,"Litoria chloris","1.4. Forest - Temperate","Suitable"
41083,"Litoria chloris","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
41083,"Litoria chloris","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
41083,"Litoria chloris","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
55714,"Litoria chloronota","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55714,"Litoria chloronota","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
55714,"Litoria chloronota","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
135863,"Litoria chrisdahli","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
135863,"Litoria chrisdahli","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
135863,"Litoria chrisdahli","14.3. Artificial/Terrestrial - Plantations","Suitable"
135863,"Litoria chrisdahli","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
135863,"Litoria chrisdahli","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
158633,"Litoria christianbergmanni","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
158633,"Litoria christianbergmanni","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
41084,"Litoria citropa","1.5. Forest - Subtropical/Tropical Dry","Suitable"
41084,"Litoria citropa","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55715,"Litoria congenita","2.2. Savanna - Moist","Suitable"
55715,"Litoria congenita","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
55715,"Litoria congenita","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
55716,"Litoria contrastens","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
41032,"Litoria cooloolensis","13.5. Marine Coastal/Supratidal - Coastal Freshwater Lakes","Suitable"
41085,"Litoria coplandi","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
41085,"Litoria coplandi","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
41069,"Litoria cryptotis","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
41070,"Litoria cultripes","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
41087,"Litoria dahlii","2.1. Savanna - Dry","Suitable"
41087,"Litoria dahlii","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
55717,"Litoria darlingtoni","3.7. Shrubland - Subtropical/Tropical High Altitude","Suitable"
55717,"Litoria darlingtoni","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
55717,"Litoria darlingtoni","15.3. Artificial/Aquatic - Aquaculture Ponds","Suitable"
55718,"Litoria daviesae","1.5. Forest - Subtropical/Tropical Dry","Suitable"
55718,"Litoria daviesae","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55718,"Litoria daviesae","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
14969,"Litoria dayi","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
14969,"Litoria dayi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
12146,"Litoria dentata","1.5. Forest - Subtropical/Tropical Dry","Suitable"
12146,"Litoria dentata","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
12146,"Litoria dentata","13.5. Marine Coastal/Supratidal - Coastal Freshwater Lakes","Suitable"
55719,"Litoria dorsalis","1.5. Forest - Subtropical/Tropical Dry","Suitable"
55719,"Litoria dorsalis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55719,"Litoria dorsalis","2.2. Savanna - Moist","Suitable"
55719,"Litoria dorsalis","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
55719,"Litoria dorsalis","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
135765,"Litoria dux","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
135765,"Litoria dux","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
41088,"Litoria electrica","1.4. Forest - Temperate","Suitable"
41088,"Litoria electrica","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
41088,"Litoria electrica","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
55721,"Litoria elkeae","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55721,"Litoria elkeae","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
41089,"Litoria eucnemis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
41089,"Litoria eucnemis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
41089,"Litoria eucnemis","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
41089,"Litoria eucnemis","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
55722,"Litoria everetti","1.5. Forest - Subtropical/Tropical Dry","Suitable"
55722,"Litoria everetti","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
41090,"Litoria ewingii","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
41090,"Litoria ewingii","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
41090,"Litoria ewingii","3.7. Shrubland - Subtropical/Tropical High Altitude","Suitable"
41090,"Litoria ewingii","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
